,index,Cluster,,ai-big-data,algorand-ecosystem,amm,analytics,arbitrum-ecosytem,asset-backed-stablecoin,avalanche-ecosystem,binance-chain,binance-launchpad,blake256,blake2s,bnb-chain,cardano,cardano-ecosystem,celo-ecosystem,centralized-exchange,collectibles-nfts,content-creation,cosmos-ecosystem,dag,dao,data-provenance,decentralized-exchange,defi,derivatives,dex,discount-token,distributed-computing,doggone-doggerel,dpos,elrond-ecosystem,enterprise-solutions,entertainment,equihash,ethash,ethereum-ecosystem,fantom-ecosystem,filesharing,gaming,governance,harmony-ecosystem,hybrid-pow-pos,injective-ecosystem,interoperability,iot,iotex-ecosystem,lending-borowing,logistics,lpos,marketing,marketplace,masternodes,media,medium-of-exchange,memes,metaverse,mineable,mobile,moonriver-ecosystem,move-to-earn,music,near-protocol-ecosystem,oracles,parafi-capital,payments,platform,play-to-earn,poi,polkadot,polkadot-ecosystem,polygon-ecosystem,pos,pow,privacy,research,ringct,rollups,scaling,scrypt,services,sha-256,sharing-economy,smart-contracts,solana-ecosystem,spartan-group,sports,stablecoin,staking,state-channel,storage,store-of-value,substrate,terra-ecosystem,tron-ecosystem,usd-stablecoin,video,web3,wrapped-tokens,x11,yield-aggregator,yield-farming,zero-knowledge-proofs,zilliqa-ecosystem,symbol,groups,0,1,name,main_token,info
21,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRX,"BNB,CRO,TRX,HBAR,CHZ,NEXO,CELO,TFUEL,XEM",1,"payments                1.000000
smart-contracts         0.333333
bnb-chain               0.222222
mobile                  0.222222
medium-of-exchange      0.222222
media                   0.222222
marketplace             0.222222
centralized-exchange    0.222222
content-creation        0.222222
Name: 1, dtype: float64",TRON,tron,"TRON is a decentralized, open-source blockchain-based operating system with smart contract functionality, proof-of-stake principles as its consensus algorithm and a cryptocurrency native to the system, known as  Tronix (TRX). It was established in March 2014 by Justin Sun and since 2017 has been overseen and supervised by the TRON Foundation, a non-profit organization in Singapore, established in the same year. It was originally an Ethereum-based ERC-20 token, which switched its protocol to its own blockchain in 2018."
22,22,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATOM,"AVAX,NEAR,ATOM,FTM,STX",9,"injective-ecosystem    1.0
platform               0.8
bnb-chain              0.8
smart-contracts        0.6
defi                   0.6
Name: 9, dtype: float64",Cosmos,cosmos,
23,23,16,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,LINK,LINK,16,"Series([], Name: 16, dtype: float64)",Chainlink,chainlink,"Chainlink is a decentralized blockchain oracle network built on Ethereum. The network is intended to be used to facilitate the transfer of tamper-proof data from off-chain sources to on-chain smart contracts. Its creators claim it can be used to verify whether the parameters of a smart contract are met in a manner independent from any of the contract's stakeholders by connecting the contract directly to real-world data, events, payments, and other inputs."
24,24,14,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,UNI,"UNI,CAKE,AAVE,CRV,KNC",14,"governance                1.0
defi                      1.0
yield-farming             0.8
decentralized-exchange    0.8
dao                       0.8
amm                       0.8
parafi-capital            0.6
bnb-chain                 0.6
arbitrum-ecosytem         0.4
polygon-ecosystem         0.4
fantom-ecosystem          0.4
Name: 14, dtype: float64",Uniswap,uniswap,Uniswap is a cryptocurrency exchange which uses a decentralized network protocol. Uniswap is also the name of the company that initially built the Uniswap protocol. The protocol facilitates automated transactions between cryptocurrency tokens on the Ethereum blockchain through the use of smart contracts.
25,25,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BCH,BCH,5,"Series([], Name: 5, dtype: float64)",Bitcoin Cash,bitcoin cash,"Bitcoin Cash is a cryptocurrency that is a fork of Bitcoin. Bitcoin Cash is a spin-off or altcoin that was created in 2017.In November 2018, Bitcoin Cash split further into two cryptocurrencies: Bitcoin Cash and Bitcoin SV.


== History ==
Since its inception, Bitcoin users had maintained a common set of rules for the cryptocurrency. On 21 July 2017, bitcoin miners locked-in a software upgrade referred to as Bitcoin Improvement Proposal (BIP) 91, which meant that the Segregated Witness upgrade would activate at block 477,120."
26,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FTT,"FTT,LEO,KCS,HT,OKB",15,"centralized-exchange    1.0
marketplace             1.0
discount-token          0.8
algorand-ecosystem      0.4
payments                0.4
Name: 15, dtype: float64",FTX Token,ftx token,"A non-fungible token (NFT) is a non-interchangeable unit of data stored on a blockchain, a form of digital ledger, that can be sold and traded. Types of NFT data units may be associated with digital files such as photos, videos, and audio. Because each token is uniquely identifiable, NFTs differ from most cryptocurrencies, such as Bitcoin, which are fungible."
27,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEO,"FTT,LEO,KCS,HT,OKB",15,"centralized-exchange    1.0
marketplace             1.0
discount-token          0.8
algorand-ecosystem      0.4
payments                0.4
Name: 15, dtype: float64",UNUS SED LEO,unus sed leo,
28,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APE,"APE,MANA,SAND,AXS,GALA,ENJ",17,"collectibles-nfts     1.000000
gaming                1.000000
metaverse             0.833333
play-to-earn          0.666667
ethereum-ecosystem    0.333333
content-creation      0.333333
polygon-ecosystem     0.333333
binance-launchpad     0.333333
Name: 17, dtype: float64",ApeCoin,apecoin,"Bored Ape Yacht Club (BAYC), or often colloquially called Bored Ape, is a non-fungible token (NFT) collection built on the Ethereum blockchain. The collection features profile pictures of cartoon apes that are procedurally generated by an algorithm. Yuga Labs is the parent company of Bored Ape Yacht Club."
29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XMR,"ETH,DOGE,LTC,XMR,ETC,ZEC,MIOTA,DASH,DCR",0,"mineable              0.888889
medium-of-exchange    0.777778
bnb-chain             0.666667
pow                   0.666667
privacy               0.333333
scrypt                0.222222
smart-contracts       0.222222
hybrid-pow-pos        0.222222
dao                   0.222222
binance-chain         0.222222
Name: 0, dtype: float64",Monero,monero,"Monero (; XMR) is a decentralized cryptocurrency. It uses a public distributed ledger with privacy-enhancing technologies that obfuscate transactions to achieve anonymity and fungibility. Observers cannot decipher addresses trading monero, transaction amounts, address balances, or transaction histories."
30,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XLM,"XRP,XLM,EOS",12,"medium-of-exchange      1.000000
enterprise-solutions    1.000000
smart-contracts         0.666667
binance-chain           0.666667
Name: 12, dtype: float64",Stellar,stellar,"After the creation of bitcoin, the number of cryptocurrencies available over the internet is growing. This is a list of notable cryptocurrencies."
31,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALGO,"ADA,ALGO,WAVES,NEO,ZIL,KDA,ICX",11,"smart-contracts         1.000000
platform                1.000000
mineable                0.428571
enterprise-solutions    0.285714
research                0.285714
pos                     0.285714
bnb-chain               0.285714
Name: 11, dtype: float64",Algorand,algorand,"Algorand is a pure proof of stake blockchain cryptocurrency protocol with a consensus mechanism chosen for scalability, intending to solve the blockchain trilemma. The Algorand platform supports smart contracts, and its consensus algorithm is based on proof of stake and a Byzantine agreement protocol.  Algorand's native cryptocurrency is called ALGO.


== History ==
Algorand was founded in 2017 by Silvio Micali, a professor at MIT. Algorand is composed of a company and a foundation."
32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ETC,"ETH,DOGE,LTC,XMR,ETC,ZEC,MIOTA,DASH,DCR",0,"mineable              0.888889
medium-of-exchange    0.777778
bnb-chain             0.666667
pow                   0.666667
privacy               0.333333
scrypt                0.222222
smart-contracts       0.222222
hybrid-pow-pos        0.222222
dao                   0.222222
binance-chain         0.222222
Name: 0, dtype: float64",Ethereum Classic,ethereum classic,"Ethereum Classic is an open source, blockchain-based distributed computing platform featuring smart contract (scripting) functionality. It supports a modified version of Nakamoto consensus via transaction-based state transitions executed on a public Ethereum Virtual Machine (EVM).
Ethereum Classic maintains the original, unaltered history of the Ethereum network."
33,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VET,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",VeChain,vechain,
34,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICP,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Internet Computer,internet computer,"The DFINITY Foundation is a not-for-profit organization that develops the Internet Computer, a public blockchain network platform.


== History ==


=== Origins (2015 – 2019) ===
The Internet Computer was conceived in 2015 by programmer Dominic Williams, the idea being a world computer that cannot be shut down; which originated from the Ethereum ecosystem.
DFINITY was later founded by Williams in October 2016.In 2018, prominent venture capital firms such as Andreessen Horowitz, Polychain Capital, SV Angel, Wanxiang Blockchain provided financial contributions for less than 10% of the network's governance tokens.DFINITY raised $61 million from Andreesen Horowitz and Polychain Capital in a February 2018 funding round."
35,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANA,"APE,MANA,SAND,AXS,GALA,ENJ",17,"collectibles-nfts     1.000000
gaming                1.000000
metaverse             0.833333
play-to-earn          0.666667
ethereum-ecosystem    0.333333
content-creation      0.333333
polygon-ecosystem     0.333333
binance-launchpad     0.333333
Name: 17, dtype: float64",Decentraland,decentraland,"Decentraland is a 3D virtual world browser-based platform. Users may buy virtual plots of land in the platform as NFTs via the MANA cryptocurrency, which uses the Ethereum blockchain. It was  opened to the public in February 2020, and is overseen by the nonprofit Decentraland Foundation."
36,36,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,FIL,"FIL,BTT,AR,HOT",10,"filesharing              1.00
distributed-computing    1.00
storage                  1.00
web3                     0.75
platform                 0.50
bnb-chain                0.50
Name: 10, dtype: float64",Filecoin,filecoin,"A cryptocurrency, crypto-currency, crypto, or coin is a digital currency designed to work as a medium of exchange through a computer network that is not reliant on any central authority, such as a government or bank, to uphold or maintain it.Individual coin ownership records are stored in a digital ledger, which is a computerized database using strong cryptography to secure transaction records, to control the creation of additional coins, and to verify the transfer of coin ownership. Despite their name, cryptocurrencies are not considered to be currencies in the traditional sense and while varying treatments have been applied to them, including classification as commodities, securities, as well as currencies, cryptocurrencies are generally viewed as a distinct asset class in practice. Some crypto schemes use validators to maintain the cryptocurrency."
37,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBAR,"BNB,CRO,TRX,HBAR,CHZ,NEXO,CELO,TFUEL,XEM",1,"payments                1.000000
smart-contracts         0.333333
bnb-chain               0.222222
mobile                  0.222222
medium-of-exchange      0.222222
media                   0.222222
marketplace             0.222222
centralized-exchange    0.222222
content-creation        0.222222
Name: 1, dtype: float64",Hedera,hedera,
38,38,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGLD,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Elrond,elrond,"Sibiu ( see-BEW, Romanian: [siˈbiw], German: Hermannstadt [ˈhɛʁmanʃtat], Hungarian: Nagyszeben [ˈnɒt͡sːɛbɛn]) is a city in Transylvania, a historical region of Romania. Located some 275 km (171 mi) north-west of Bucharest, the city straddles the Cibin River, a tributary of the river Olt. Now the capital of the Sibiu County, between 1692 and 1791 and 1849–65 Sibiu was also the capital of the Principality of Transylvania."
39,39,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAND,"APE,MANA,SAND,AXS,GALA,ENJ",17,"collectibles-nfts     1.000000
gaming                1.000000
metaverse             0.833333
play-to-earn          0.666667
ethereum-ecosystem    0.333333
content-creation      0.333333
polygon-ecosystem     0.333333
binance-launchpad     0.333333
Name: 17, dtype: float64",The Sandbox,the sandbox,"The Sandbox is a sandbox game for mobile phones (iOS and Android) and Microsoft Windows, developed by the game studio Pixowl and released on May 15, 2012. It was released for PC on Steam on 29 June 2015.
The brand was acquired by Animoca Brands in 2018, and its name was used for a blockchain-based 3D open world game."
40,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,THETA,THETA,3,"Series([], Name: 3, dtype: float64)",Theta Network,theta network,
41,41,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FTM,"AVAX,NEAR,ATOM,FTM,STX",9,"injective-ecosystem    1.0
platform               0.8
bnb-chain              0.8
smart-contracts        0.6
defi                   0.6
Name: 9, dtype: float64",Fantom,fantom,
42,42,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AXS,"APE,MANA,SAND,AXS,GALA,ENJ",17,"collectibles-nfts     1.000000
gaming                1.000000
metaverse             0.833333
play-to-earn          0.666667
ethereum-ecosystem    0.333333
content-creation      0.333333
polygon-ecosystem     0.333333
binance-launchpad     0.333333
Name: 17, dtype: float64",Axie Infinity,axie infinity,"Axie Infinity is an non-fungible token-based online video game developed by Vietnamese studio Sky Mavis, known for its in-game economy which uses Ethereum-based cryptocurrencies.Players of Axie Infinity collect and mint NFTs which represent axolotl-inspired digital pets known as Axies. These creatures can be bred and battled with each other within the game. Sky Mavis charges a 4.25% fee to players when they trade Axies on its marketplace.As of September 2021, most Axie Infinity players are from the Philippines.Axie Infinity is built on the Ronin Network, an Ethereum-linked sidechain developed by Sky Mavis."
43,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUNE,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",THORChain,thorchain,
44,44,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XTZ,XTZ,13,"Series([], Name: 13, dtype: float64)",Tezos,tezos,"Tezos is a decentralized open-source blockchain that can execute peer-to-peer transactions and serve as a platform for deploying smart contracts. The native cryptocurrency for the Tezos blockchain is the tez which has the symbol XTZ.
Tezos was created by husband-and-wife team Arthur and Kathleen Breitman and first proposed in 2014. The non-profit Tezos Foundation, based in Zug, Switzerland, was created in 2017 to support the project and raised $232 million in Bitcoin and Ethereum in one of the biggest initial coin offerings (ICOs) at the time."
45,45,14,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CAKE,"UNI,CAKE,AAVE,CRV,KNC",14,"governance                1.0
defi                      1.0
yield-farming             0.8
decentralized-exchange    0.8
dao                       0.8
amm                       0.8
parafi-capital            0.6
bnb-chain                 0.6
arbitrum-ecosytem         0.4
polygon-ecosystem         0.4
fantom-ecosystem          0.4
Name: 14, dtype: float64",PancakeSwap,pancakeswap,"The following is a list of ethnic slurs or ethnophaulisms or ethnic epithets that are, or have been, used as insinuations or allegations about members of a given ethnicity or racial group or to refer to them in a derogatory, pejorative, or otherwise insulting manner.
Some of the terms listed below (such as ""Gringo"", ""Yank"", etc.) can be used in casual speech without any intention of causing offense. The connotation of a term and prevalence of its use as a pejorative or neutral descriptor varies over time and by geography."
